D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_024.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_024.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_024.jpg, 0, 0, 0, 7.805476E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_126.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_126.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_126.jpg, 0, 0, 0, 7.771766E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_232.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_232.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_232.jpg, 0, 0, 0, 7.789862E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_332.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_332.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_332.jpg, 0, 0, 0, 7.80276E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_434.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_434.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_434.jpg, 0, 0, 0, 7.892509E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_537.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_537.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_537.jpg, 0, 0, 0, 8.075329E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_641.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_641.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_641.jpg, 0, 0, 0, 7.876087E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_748.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_748.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_748.jpg, 0, 0, 0, 7.866797E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_849.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_849.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_849.jpg, 0, 0, 0, 7.901658E-05
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_32_955.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_32_955.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_32_955.jpg, 0, 0.1315017, 0, 0.03332845
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_059.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_059.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_059.jpg, 0, 0.441489, 0, 0.4077983
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_161.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_161.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_161.jpg, 0, 0.7474881, 0, 1.133502
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_263.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_263.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_263.jpg, 0, 1, 0, 2.23572
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_368.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_368.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_368.jpg, 0, 0.949315, 0, 3.63584
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_469.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_469.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_469.jpg, 0, 0.6466514, 0, 4.537641
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_576.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_576.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_576.jpg, -0.1465434, 0.3490766, 0, 5.055455
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_682.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_682.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_682.jpg, -0.4059207, 0.0489377, 0, 5.18342
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_783.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_783.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_783.jpg, -0.09989639, 0, 0, 5.136644
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_883.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_883.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_883.jpg, -0.3252426, 0, 0, 5.077563
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_33_984.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_33_984.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_33_984.jpg, -0.5552922, 0, 0, 4.988832
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_091.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_091.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_091.jpg, -0.2022648, 0.0813345, 0, 4.959706
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_195.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_195.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_195.jpg, 0, 0.3943581, 0, 5.210959
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_299.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_299.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_299.jpg, 0, 0.4804896, 0, 5.773916
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_404.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_404.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_404.jpg, 0, 0.1797027, 0, 6.084959
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_507.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_507.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_507.jpg, 0, 0.3960195, 0, 6.367489
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_612.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_612.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_612.jpg, 0, 0.7644199, 0, 7.174403
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_718.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_718.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_718.jpg, 0, 1, 0, 8.208311
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_823.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_823.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_823.jpg, -0.273711, 1, 0, 9.312129
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_34_923.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_34_923.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_34_923.jpg, -0.1879383, 1, 0, 10.40102
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_35_024.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_35_024.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_35_024.jpg, -0.0407634, 1, 0, 11.59542
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_35_124.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_35_124.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_35_124.jpg, -0.338256, 1, 0, 12.53936
D:\AI\simulator-windows-64\IMG\center_2024_10_24_13_33_35_230.jpg, D:\AI\simulator-windows-64\IMG\left_2024_10_24_13_33_35_230.jpg, D:\AI\simulator-windows-64\IMG\right_2024_10_24_13_33_35_230.jpg, -0.06721351, 1, 0, 13.81476
